status_id,status_created_at,annotation1,annotation2
1.24256823762092E+018,Tue Mar 24 21:45:28 +0000 2020,conspiracy,
1.24257381739597E+018,Tue Mar 24 22:07:38 +0000 2020,sarcasm or satire,calling out or correction
1.24258954387579E+018,Tue Mar 24 23:10:08 +0000 2020,politics,
1.24259199904947E+018,Tue Mar 24 23:19:53 +0000 2020,false fact or prevention,false fact or prevention
1.24259617754937E+018,Tue Mar 24 23:36:29 +0000 2020,sarcasm or satire,sarcasm or satire
1.24260616226609E+018,Wed Mar 25 00:16:10 +0000 2020,sarcasm or satire,sarcasm or satire
1.24261462630445E+018,Wed Mar 25 00:49:48 +0000 2020,calling out or correction,
1.24262307513443E+018,Wed Mar 25 01:23:22 +0000 2020,politics,politics
1.24263158050325E+018,Wed Mar 25 01:57:10 +0000 2020,conspiracy,conspiracy
1.24263949046567E+018,Wed Mar 25 02:28:36 +0000 2020,calling out or correction,politics
1.24264382498108E+018,Wed Mar 25 02:45:49 +0000 2020,sarcasm or satire,sarcasm or satire
1.24265363224131E+018,Wed Mar 25 03:24:47 +0000 2020,true prevention,
1.24265803859252E+018,Wed Mar 25 03:42:18 +0000 2020,conspiracy,conspiracy
1.24265959348797E+018,Wed Mar 25 03:48:29 +0000 2020,conspiracy,conspiracy
1.2426686772055E+018,Wed Mar 25 04:24:34 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1.24267759127177E+018,Wed Mar 25 05:00:00 +0000 2020,true public health response,
1.24269905499753E+018,Wed Mar 25 06:25:17 +0000 2020,irrelevant,
1.24271271635297E+018,Wed Mar 25 07:19:34 +0000 2020,conspiracy,conspiracy
1.24275560509966E+018,Wed Mar 25 10:10:00 +0000 2020,calling out or correction,
1.24276839893885E+018,Wed Mar 25 11:00:50 +0000 2020,conspiracy,
1.24278354553126E+018,Wed Mar 25 12:01:01 +0000 2020,irrelevant,irrelevant
1.24279567039154E+018,Wed Mar 25 12:49:12 +0000 2020,conspiracy,conspiracy
1.24279927412095E+018,Wed Mar 25 13:03:31 +0000 2020,news,
1.24280971185615E+018,Wed Mar 25 13:45:00 +0000 2020,news,
1.24281028530123E+018,Wed Mar 25 13:47:16 +0000 2020,calling out or correction,
1.24281397470342E+018,Wed Mar 25 14:01:56 +0000 2020,calling out or correction,calling out or correction
1.24281721352389E+018,Wed Mar 25 14:14:48 +0000 2020,irrelevant,irrelevant
1.24281912499002E+018,Wed Mar 25 14:22:24 +0000 2020,conspiracy,conspiracy
1.24283483498624E+018,Wed Mar 25 15:24:50 +0000 2020,calling out or correction,calling out or correction
1.24283649861498E+018,Wed Mar 25 15:31:26 +0000 2020,calling out or correction,
1.24283800853934E+018,Wed Mar 25 15:37:26 +0000 2020,conspiracy,conspiracy
1.24285147299752E+018,Wed Mar 25 16:30:56 +0000 2020,calling out or correction,calling out or correction
1.24287597686808E+018,Wed Mar 25 18:08:19 +0000 2020,sarcasm or satire,politics
1.24290409715977E+018,Wed Mar 25 20:00:03 +0000 2020,false fact or prevention,false fact or prevention
1.24290460269917E+018,Wed Mar 25 20:02:03 +0000 2020,conspiracy,
1.24291100864719E+018,Wed Mar 25 20:27:31 +0000 2020,conspiracy,conspiracy
1.24293325380942E+018,Wed Mar 25 21:55:54 +0000 2020,calling out or correction,calling out or correction
1.24293864749162E+018,Wed Mar 25 22:17:20 +0000 2020,sarcasm or satire,false fact or prevention
1.24294121333594E+018,Wed Mar 25 22:27:32 +0000 2020,sarcasm or satire,sarcasm or satire
1.24294486731303E+018,Wed Mar 25 22:42:03 +0000 2020,calling out or correction,
1.24295292645852E+018,Wed Mar 25 23:14:05 +0000 2020,false fact or prevention,
1.24296111559358E+018,Wed Mar 25 23:46:37 +0000 2020,sarcasm or satire,sarcasm or satire
1.24299268439598E+018,Thu Mar 26 01:52:04 +0000 2020,conspiracy,
1.24300049270951E+018,Thu Mar 26 02:23:05 +0000 2020,irrelevant,
1.2430011274881E+018,Thu Mar 26 02:25:37 +0000 2020,calling out or correction,false fact or prevention
1.24300457042853E+018,Thu Mar 26 02:39:18 +0000 2020,ambiguous or hard to classify,
1.24303624094279E+018,Thu Mar 26 04:45:08 +0000 2020,conspiracy,
1.24311194081951E+018,Thu Mar 26 09:45:57 +0000 2020,calling out or correction,
1.24311195179592E+018,Thu Mar 26 09:45:59 +0000 2020,calling out or correction,
1.24314457624174E+018,Thu Mar 26 11:55:38 +0000 2020,irrelevant,
1.2431800101875E+018,Thu Mar 26 14:16:26 +0000 2020,true prevention,
1.24319160612083E+018,Thu Mar 26 15:02:30 +0000 2020,sarcasm or satire,calling out or correction
1.24319909805797E+018,Thu Mar 26 15:32:17 +0000 2020,sarcasm or satire,sarcasm or satire
1.2432138808195E+018,Thu Mar 26 16:31:01 +0000 2020,conspiracy,conspiracy
1.24324370756382E+018,Thu Mar 26 18:29:32 +0000 2020,calling out or correction,sarcasm or satire
1.24324495412787E+018,Thu Mar 26 18:34:30 +0000 2020,calling out or correction,calling out or correction
1.24324567086312E+018,Thu Mar 26 18:37:20 +0000 2020,conspiracy,
1.24330230114784E+018,Thu Mar 26 22:22:22 +0000 2020,ambiguous or hard to classify,
1.2433314070297E+018,Fri Mar 27 00:18:02 +0000 2020,calling out or correction,
1.24337096892137E+018,Fri Mar 27 02:55:14 +0000 2020,politics,politics
1.24337278802459E+018,Fri Mar 27 03:02:28 +0000 2020,sarcasm or satire,sarcasm or satire
1.24337649755489E+018,Fri Mar 27 03:17:12 +0000 2020,calling out or correction,
1.24337978464784E+018,Fri Mar 27 03:30:16 +0000 2020,calling out or correction,politics
1.24344093030196E+018,Fri Mar 27 07:33:14 +0000 2020,false fact or prevention,conspiracy
1.24344585794657E+018,Fri Mar 27 07:52:49 +0000 2020,politics,politics
1.24350857967333E+018,Fri Mar 27 12:02:03 +0000 2020,conspiracy,
1.24351001498108E+018,Fri Mar 27 12:07:45 +0000 2020,calling out or correction,
1.24352213905286E+018,Fri Mar 27 12:55:56 +0000 2020,false fact or prevention,false fact or prevention
1.24355182730566E+018,Fri Mar 27 14:53:54 +0000 2020,irrelevant,
1.24355349534683E+018,Fri Mar 27 15:00:32 +0000 2020,false public health response,
1.2435567724614E+018,Fri Mar 27 15:13:33 +0000 2020,fake treatment,fake treatment
1.24357326823099E+018,Fri Mar 27 16:19:06 +0000 2020,calling out or correction,politics
1.24357634015616E+018,Fri Mar 27 16:31:18 +0000 2020,news,
1.24359087836041E+018,Fri Mar 27 17:29:04 +0000 2020,news,
1.24360029531533E+018,Fri Mar 27 18:06:30 +0000 2020,calling out or correction,
1.2436015758949E+018,Fri Mar 27 18:11:35 +0000 2020,calling out or correction,
1.2436159823394E+018,Fri Mar 27 19:08:50 +0000 2020,ambiguous or hard to classify,
1.24362820288019E+018,Fri Mar 27 19:57:23 +0000 2020,calling out or correction,
1.24363290027414E+018,Fri Mar 27 20:16:03 +0000 2020,panic buying,
1.2436339108036E+018,Fri Mar 27 20:20:04 +0000 2020,conspiracy,
1.24363397353804E+018,Fri Mar 27 20:20:19 +0000 2020,conspiracy,conspiracy
1.24363684778109E+018,Fri Mar 27 20:31:44 +0000 2020,conspiracy,
1.24365075488106E+018,Fri Mar 27 21:27:00 +0000 2020,conspiracy,
1.24365099485414E+018,Fri Mar 27 21:27:57 +0000 2020,sarcasm or satire,calling out or correction
1.24365306675221E+018,Fri Mar 27 21:36:11 +0000 2020,calling out or correction,calling out or correction
1.24366788602512E+018,Fri Mar 27 22:35:04 +0000 2020,irrelevant,conspiracy
1.2436688784185E+018,Fri Mar 27 22:39:01 +0000 2020,calling out or correction,calling out or correction
1.24369026716251E+018,Sat Mar 28 00:04:00 +0000 2020,politics,politics
1.24369240190804E+018,Sat Mar 28 00:12:29 +0000 2020,politics,politics
1.24371029654974E+018,Sat Mar 28 01:23:36 +0000 2020,calling out or correction,
1.24371644139366E+018,Sat Mar 28 01:48:01 +0000 2020,ambiguous or hard to classify,
1.24371817572158E+018,Sat Mar 28 01:54:54 +0000 2020,calling out or correction,
1.24372422429798E+018,Sat Mar 28 02:18:57 +0000 2020,politics,politics
1.24373159426058E+018,Sat Mar 28 02:48:14 +0000 2020,conspiracy,
1.24374131918636E+018,Sat Mar 28 03:26:52 +0000 2020,politics,politics
1.24374789040679E+018,Sat Mar 28 03:52:59 +0000 2020,news,
1.24375946902625E+018,Sat Mar 28 04:39:00 +0000 2020,irrelevant,
1.24381703559704E+018,Sat Mar 28 08:27:44 +0000 2020,panic buying,
1.2438186169587E+018,Sat Mar 28 08:34:01 +0000 2020,irrelevant,irrelevant
1.24389850257868E+018,Sat Mar 28 13:51:28 +0000 2020,news,
1.2438988627939E+018,Sat Mar 28 13:52:54 +0000 2020,conspiracy,conspiracy
1.24390193943752E+018,Sat Mar 28 14:05:07 +0000 2020,true prevention,
1.24390639923257E+018,Sat Mar 28 14:22:50 +0000 2020,conspiracy,
1.24390842032485E+018,Sat Mar 28 14:30:52 +0000 2020,ambiguous or hard to classify,
1.24391163998606E+018,Sat Mar 28 14:43:40 +0000 2020,ambiguous or hard to classify,
1.24391658194991E+018,Sat Mar 28 15:03:18 +0000 2020,false public health response,fake treatment
1.24393428882902E+018,Sat Mar 28 16:13:40 +0000 2020,conspiracy,
1.2439460277799E+018,Sat Mar 28 17:00:19 +0000 2020,irrelevant,
1.24396289626835E+018,Sat Mar 28 18:07:20 +0000 2020,calling out or correction,calling out or correction
1.24397310553548E+018,Sat Mar 28 18:47:54 +0000 2020,calling out or correction,calling out or correction
1.24397501196008E+018,Sat Mar 28 18:55:29 +0000 2020,politics,
1.24398154521351E+018,Sat Mar 28 19:21:27 +0000 2020,false fact or prevention,false fact or prevention
1.24399392459688E+018,Sat Mar 28 20:10:38 +0000 2020,sarcasm or satire,
1.24399821900197E+018,Sat Mar 28 20:27:42 +0000 2020,conspiracy,conspiracy
1.24399928068535E+018,Sat Mar 28 20:31:55 +0000 2020,calling out or correction,sarcasm or satire
1.24399999150662E+018,Sat Mar 28 20:34:45 +0000 2020,irrelevant,
1.24400961776137E+018,Sat Mar 28 21:13:00 +0000 2020,true prevention,true prevention
1.24401116142054E+018,Sat Mar 28 21:19:08 +0000 2020,politics,politics
1.24402013986512E+018,Sat Mar 28 21:54:48 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1.24402164298606E+018,Sat Mar 28 22:00:47 +0000 2020,politics,politics
1.24403779700392E+018,Sat Mar 28 23:04:58 +0000 2020,conspiracy,
1.24405443766599E+018,Sun Mar 29 00:11:06 +0000 2020,irrelevant,
1.24405919297495E+018,Sun Mar 29 00:29:59 +0000 2020,fake cure,fake cure
1.24406225538738E+018,Sun Mar 29 00:42:09 +0000 2020,conspiracy,conspiracy
1.24407837777175E+018,Sun Mar 29 01:46:13 +0000 2020,ambiguous or hard to classify,
1.24408883265769E+018,Sun Mar 29 02:27:46 +0000 2020,fake treatment,fake treatment
1.24409542169117E+018,Sun Mar 29 02:53:57 +0000 2020,false fact or prevention,ambiguous or hard to classify
1.24410079359193E+018,Sun Mar 29 03:15:18 +0000 2020,conspiracy,conspiracy
1.24411286188821E+018,Sun Mar 29 04:03:15 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1.24411773272508E+018,Sun Mar 29 04:22:36 +0000 2020,fake cure,
1.24411959375034E+018,Sun Mar 29 04:30:00 +0000 2020,calling out or correction,calling out or correction
1.2441363880748E+018,Sun Mar 29 05:36:44 +0000 2020,news,
1.24415921407284E+018,Sun Mar 29 07:07:26 +0000 2020,calling out or correction,
1.24417590833391E+018,Sun Mar 29 08:13:46 +0000 2020,fake cure,
1.24417773815338E+018,Sun Mar 29 08:21:03 +0000 2020,fake treatment,
1.24417800379143E+018,Sun Mar 29 08:22:06 +0000 2020,true public health response,
1.24418269214645E+018,Sun Mar 29 08:40:44 +0000 2020,fake treatment,
1.24418561800506E+018,Sun Mar 29 08:52:21 +0000 2020,conspiracy,
1.24418619969621E+018,Sun Mar 29 08:54:40 +0000 2020,calling out or correction,calling out or correction
1.2441956224685E+018,Sun Mar 29 09:32:07 +0000 2020,sarcasm or satire,sarcasm or satire
1.24419590599938E+018,Sun Mar 29 09:33:14 +0000 2020,sarcasm or satire,sarcasm or satire
1.24421069272436E+018,Sun Mar 29 10:32:00 +0000 2020,politics,politics
1.24421457441033E+018,Sun Mar 29 10:47:25 +0000 2020,irrelevant,
1.24421991509313E+018,Sun Mar 29 11:08:38 +0000 2020,false fact or prevention,false fact or prevention
1.24423142417939E+018,Sun Mar 29 11:54:22 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1.24423559277227E+018,Sun Mar 29 12:10:56 +0000 2020,false fact or prevention,ambiguous or hard to classify
1.24423715715543E+018,Sun Mar 29 12:17:09 +0000 2020,conspiracy,politics
1.24423778385157E+018,Sun Mar 29 12:19:39 +0000 2020,politics,
1.24424140961348E+018,Sun Mar 29 12:34:03 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1.24424161934534E+018,Sun Mar 29 12:34:53 +0000 2020,politics,politics
1.24424345024723E+018,Sun Mar 29 12:42:10 +0000 2020,fake treatment,ambiguous or hard to classify
1.2442440172122E+018,Sun Mar 29 12:44:25 +0000 2020,politics,
1.24424449682255E+018,Sun Mar 29 12:46:19 +0000 2020,true public health response,false fact or prevention
1.24424476520764E+018,Sun Mar 29 12:47:23 +0000 2020,true public health response,fake treatment
1.24424516505065E+018,Sun Mar 29 12:48:58 +0000 2020,fake treatment,
1.24424544097709E+018,Sun Mar 29 12:50:04 +0000 2020,fake treatment,
1.24424835445797E+018,Sun Mar 29 13:01:39 +0000 2020,politics,politics
1.24425296706422E+018,Sun Mar 29 13:19:59 +0000 2020,news,
1.24425298585895E+018,Sun Mar 29 13:20:03 +0000 2020,politics,politics
1.24425325020067E+018,Sun Mar 29 13:21:06 +0000 2020,politics,politics
1.24425329389284E+018,Sun Mar 29 13:21:17 +0000 2020,politics,politics
1.24425423256123E+018,Sun Mar 29 13:25:00 +0000 2020,politics,politics
1.24425700853202E+018,Sun Mar 29 13:36:02 +0000 2020,fake treatment,sarcasm or satire
1.24426032557219E+018,Sun Mar 29 13:49:13 +0000 2020,politics,
1.24426308587714E+018,Sun Mar 29 14:00:11 +0000 2020,politics,sarcasm or satire
1.24426421012264E+018,Sun Mar 29 14:04:39 +0000 2020,fake treatment,ambiguous or hard to classify
1.24426719344294E+018,Sun Mar 29 14:16:30 +0000 2020,politics,politics
1.24427019271009E+018,Sun Mar 29 14:28:26 +0000 2020,ambiguous or hard to classify,calling out or correction
1.24427271343225E+018,Sun Mar 29 14:38:27 +0000 2020,calling out or correction,
1.2442733088347E+018,Sun Mar 29 14:40:48 +0000 2020,calling out or correction,calling out or correction
1.24427389670405E+018,Sun Mar 29 14:43:09 +0000 2020,fake treatment,fake treatment
1.24427567071856E+018,Sun Mar 29 14:50:12 +0000 2020,false fact or prevention,fake cure
1.24427962491948E+018,Sun Mar 29 15:05:54 +0000 2020,fake treatment,fake treatment
1.24428053533527E+018,Sun Mar 29 15:09:31 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1.24431972102288E+018,Sun Mar 29 17:45:14 +0000 2020,sarcasm or satire,
1.24435699979148E+018,Sun Mar 29 20:13:22 +0000 2020,politics,
1.24451439983172E+018,Mon Mar 30 06:38:49 +0000 2020,irrelevant,
1.24469468083248E+018,Mon Mar 30 18:35:11 +0000 2020,calling out or correction,
1.24470012330683E+018,Mon Mar 30 18:56:49 +0000 2020,true public health response,
1.24473828525292E+018,Mon Mar 30 21:28:27 +0000 2020,sarcasm or satire,
1.24495573487114E+018,Tue Mar 31 11:52:32 +0000 2020,calling out or correction,
1.24500739503987E+018,Tue Mar 31 15:17:48 +0000 2020,conspiracy,
1.24503739942966E+018,Tue Mar 31 17:17:02 +0000 2020,fake cure,
1.245052012473E+018,Tue Mar 31 18:15:06 +0000 2020,calling out or correction,
1.24509174479171E+018,Tue Mar 31 20:52:59 +0000 2020,conspiracy,
1.24511949786375E+018,Tue Mar 31 22:43:16 +0000 2020,conspiracy,
1.24513305975165E+018,Tue Mar 31 23:37:09 +0000 2020,conspiracy,
1.24524147084139E+018,Wed Apr 01 06:47:56 +0000 2020,calling out or correction,
1.24528909163952E+018,Wed Apr 01 09:57:10 +0000 2020,calling out or correction,
1.24529418766855E+018,Wed Apr 01 10:17:25 +0000 2020,calling out or correction,
1.24533925040651E+018,Wed Apr 01 13:16:29 +0000 2020,conspiracy,
1.24538167782169E+018,Wed Apr 01 16:05:04 +0000 2020,true prevention,
1.24543487143188E+018,Wed Apr 01 19:36:27 +0000 2020,conspiracy,
1.24567016335087E+018,Thu Apr 02 11:11:25 +0000 2020,conspiracy,
1.24568924512298E+018,Thu Apr 02 12:27:14 +0000 2020,conspiracy,
1.24569789672642E+018,Thu Apr 02 13:01:37 +0000 2020,conspiracy,
1.24574918867293E+018,Thu Apr 02 16:25:26 +0000 2020,calling out or correction,
1.24575033865898E+018,Thu Apr 02 16:30:00 +0000 2020,calling out or correction,
1.24575917416169E+018,Thu Apr 02 17:05:06 +0000 2020,true prevention,
1.2457736623277E+018,Thu Apr 02 18:02:41 +0000 2020,false fact or prevention,
1.24579689605413E+018,Thu Apr 02 19:35:00 +0000 2020,calling out or correction,
1.24581291314063E+018,Thu Apr 02 20:38:39 +0000 2020,calling out or correction,
1.24581463940705E+018,Thu Apr 02 20:45:30 +0000 2020,true public health response,
1.24582813519242E+018,Thu Apr 02 21:39:08 +0000 2020,calling out or correction,
1.24587415058715E+018,Fri Apr 03 00:41:59 +0000 2020,conspiracy,
1.24597464774242E+018,Fri Apr 03 07:21:19 +0000 2020,conspiracy,
1.24603554485898E+018,Fri Apr 03 11:23:18 +0000 2020,fake cure,
1.24603578778069E+018,Fri Apr 03 11:24:16 +0000 2020,false fact or prevention,
1.24603753863836E+018,Fri Apr 03 11:31:14 +0000 2020,conspiracy,
1.2460491021959E+018,Fri Apr 03 12:17:11 +0000 2020,conspiracy,
1.24606924758074E+018,Fri Apr 03 13:37:14 +0000 2020,news,
1.24607073316133E+018,Fri Apr 03 13:43:08 +0000 2020,news,
1.24607414574752E+018,Fri Apr 03 13:56:41 +0000 2020,calling out or correction,
1.24607429639434E+018,Fri Apr 03 13:57:17 +0000 2020,calling out or correction,
1.24608101714155E+018,Fri Apr 03 14:24:00 +0000 2020,calling out or correction,
1.24609034028263E+018,Fri Apr 03 15:01:03 +0000 2020,true public health response,
1.24612037178023E+018,Fri Apr 03 17:00:23 +0000 2020,calling out or correction,
1.24612354252313E+018,Fri Apr 03 17:12:59 +0000 2020,conspiracy,
1.24614251551581E+018,Fri Apr 03 18:28:22 +0000 2020,conspiracy,
1.24624157546798E+018,Sat Apr 04 01:02:00 +0000 2020,calling out or correction,
1.24633231883634E+018,Sat Apr 04 07:02:35 +0000 2020,conspiracy,
1.2463491669151E+018,Sat Apr 04 08:09:32 +0000 2020,conspiracy,
1.24639610847497E+018,Sat Apr 04 11:16:03 +0000 2020,conspiracy,
1.24645204268152E+018,Sat Apr 04 14:58:19 +0000 2020,conspiracy,
1.24661573983593E+018,Sun Apr 05 01:48:48 +0000 2020,conspiracy,
1.24672944315608E+018,Sun Apr 05 09:20:37 +0000 2020,conspiracy,
1.24678496766688E+018,Sun Apr 05 13:01:15 +0000 2020,conspiracy,
1.24680866628157E+018,Sun Apr 05 14:35:25 +0000 2020,calling out or correction,
1.24689080862141E+018,Sun Apr 05 20:01:49 +0000 2020,conspiracy,
1.24690543129894E+018,Sun Apr 05 20:59:55 +0000 2020,calling out or correction,
1.24695214099771E+018,Mon Apr 06 00:05:32 +0000 2020,conspiracy,
1.24704380799814E+018,Mon Apr 06 06:09:47 +0000 2020,conspiracy,
1.24710623104458E+018,Mon Apr 06 10:17:50 +0000 2020,calling out or correction,
1.24716069553313E+018,Mon Apr 06 13:54:15 +0000 2020,calling out or correction,
1.24717559810094E+018,Mon Apr 06 14:53:28 +0000 2020,conspiracy,
1.24718056773036E+018,Mon Apr 06 15:13:13 +0000 2020,calling out or correction,
1.24718567569621E+018,Mon Apr 06 15:33:31 +0000 2020,calling out or correction,
1.24723636210266E+018,Mon Apr 06 18:54:55 +0000 2020,calling out or correction,
1.24724089552049E+018,Mon Apr 06 19:12:56 +0000 2020,calling out or correction,
1.24728960677452E+018,Mon Apr 06 22:26:30 +0000 2020,politics,
1.24733750031571E+018,Tue Apr 07 01:36:49 +0000 2020,calling out or correction,
1.24742368978985E+018,Tue Apr 07 07:19:18 +0000 2020,conspiracy,
1.24745790976979E+018,Tue Apr 07 09:35:16 +0000 2020,conspiracy,
1.2474639704008E+018,Tue Apr 07 09:59:21 +0000 2020,calling out or correction,
1.2475401220205E+018,Tue Apr 07 15:01:57 +0000 2020,calling out or correction,
1.2475449979662E+018,Tue Apr 07 15:21:20 +0000 2020,true public health response,
1.24755102082317E+018,Tue Apr 07 15:45:16 +0000 2020,calling out or correction,
1.24758078855766E+018,Tue Apr 07 17:43:33 +0000 2020,true public health response,
1.24761694115967E+018,Tue Apr 07 20:07:13 +0000 2020,calling out or correction,
1.24761975472832E+018,Tue Apr 07 20:18:23 +0000 2020,sarcasm or satire,
1.24766777094015E+018,Tue Apr 07 23:29:11 +0000 2020,false fact or prevention,
1.24779669645036E+018,Wed Apr 08 08:01:30 +0000 2020,conspiracy,
1.2478797383429E+018,Wed Apr 08 13:31:28 +0000 2020,politics,
1.24788026512221E+018,Wed Apr 08 13:33:34 +0000 2020,sarcasm or satire,
1.24793771984347E+018,Wed Apr 08 17:21:52 +0000 2020,commercial activity or promotion,
1.2479548644847E+018,Wed Apr 08 18:30:00 +0000 2020,false fact or prevention,
1.2479681430977E+018,Wed Apr 08 19:22:46 +0000 2020,calling out or correction,
1.24801099613787E+018,Wed Apr 08 22:13:03 +0000 2020,conspiracy,
1.24810011114357E+018,Thu Apr 09 04:07:09 +0000 2020,calling out or correction,
1.2481664134847E+018,Thu Apr 09 08:30:37 +0000 2020,conspiracy,
1.24823149974631E+018,Thu Apr 09 12:49:15 +0000 2020,sarcasm or satire,
1.24825698510085E+018,Thu Apr 09 14:30:31 +0000 2020,calling out or correction,
1.24825811289894E+018,Thu Apr 09 14:35:00 +0000 2020,true prevention,
1.24837296413687E+018,Thu Apr 09 22:11:22 +0000 2020,sarcasm or satire,
1.24837392321065E+018,Thu Apr 09 22:15:11 +0000 2020,conspiracy,
1.2483979367754E+018,Thu Apr 09 23:50:36 +0000 2020,conspiracy,
1.24842239831289E+018,Fri Apr 10 01:27:48 +0000 2020,true public health response,
1.24850773543329E+018,Fri Apr 10 07:06:54 +0000 2020,politics,
1.24860519045588E+018,Fri Apr 10 13:34:10 +0000 2020,conspiracy,
1.2486567101363E+018,Fri Apr 10 16:58:53 +0000 2020,calling out or correction,
1.24866732797511E+018,Fri Apr 10 17:41:04 +0000 2020,calling out or correction,
1.24869214275245E+018,Fri Apr 10 19:19:41 +0000 2020,false fact or prevention,
1.24873026730236E+018,Fri Apr 10 21:51:10 +0000 2020,conspiracy,
1.24873614991449E+018,Fri Apr 10 22:14:33 +0000 2020,sarcasm or satire,
1.24874765010867E+018,Fri Apr 10 23:00:15 +0000 2020,conspiracy,
1.24875643971308E+018,Fri Apr 10 23:35:10 +0000 2020,conspiracy,
1.24875861749641E+018,Fri Apr 10 23:43:49 +0000 2020,conspiracy,
1.24876000027872E+018,Fri Apr 10 23:49:19 +0000 2020,conspiracy,
1.2487665819428E+018,Sat Apr 11 00:15:28 +0000 2020,conspiracy,
1.24882300541471E+018,Sat Apr 11 03:59:41 +0000 2020,ambiguous or hard to classify,
1.24884089824007E+018,Sat Apr 11 05:10:47 +0000 2020,conspiracy,
1.24889828670393E+018,Sat Apr 11 08:58:49 +0000 2020,calling out or correction,
1.24898139355773E+018,Sat Apr 11 14:29:03 +0000 2020,true public health response,
1.24907517380813E+018,Sat Apr 11 20:41:42 +0000 2020,conspiracy,
1.24934250804122E+018,Sun Apr 12 14:24:00 +0000 2020,calling out or correction,
1.24937818227445E+018,Sun Apr 12 16:45:45 +0000 2020,conspiracy,
1.24940417550451E+018,Sun Apr 12 18:29:02 +0000 2020,sarcasm or satire,
1.24941162845566E+018,Sun Apr 12 18:58:39 +0000 2020,sarcasm or satire,
1.24947228652604E+018,Sun Apr 12 22:59:41 +0000 2020,conspiracy,
1.2495751288888E+018,Mon Apr 13 05:48:21 +0000 2020,conspiracy,
1.24976587017758E+018,Mon Apr 13 18:26:17 +0000 2020,news,
1.24979706576239E+018,Mon Apr 13 20:30:15 +0000 2020,true public health response,
1.24979828647251E+018,Mon Apr 13 20:35:06 +0000 2020,calling out or correction,
1.24980463376728E+018,Mon Apr 13 21:00:19 +0000 2020,calling out or correction,
1.2498305821183E+018,Mon Apr 13 22:43:26 +0000 2020,conspiracy,
1.24985034366126E+018,Tue Apr 14 00:01:57 +0000 2020,conspiracy,
1.24986976063394E+018,Tue Apr 14 01:19:07 +0000 2020,politics,
1.24998853558897E+018,Tue Apr 14 09:11:05 +0000 2020,calling out or correction,
1.25005444940752E+018,Tue Apr 14 13:33:00 +0000 2020,calling out or correction,
1.25017066616852E+018,Tue Apr 14 21:14:48 +0000 2020,politics,
1.25017074430007E+018,Tue Apr 14 21:15:07 +0000 2020,true public health response,
1.25019572445884E+018,Tue Apr 14 22:54:22 +0000 2020,conspiracy,
1.25033480735294E+018,Wed Apr 15 08:07:02 +0000 2020,conspiracy,
1.25035648113382E+018,Wed Apr 15 09:33:10 +0000 2020,conspiracy,
1.25041987049329E+018,Wed Apr 15 13:45:03 +0000 2020,calling out or correction,
1.25042889752451E+018,Wed Apr 15 14:20:55 +0000 2020,calling out or correction,
1.25046757998826E+018,Wed Apr 15 16:54:38 +0000 2020,conspiracy,
1.25047055528892E+018,Wed Apr 15 17:06:27 +0000 2020,calling out or correction,
1.25064669871786E+018,Thu Apr 16 04:46:23 +0000 2020,conspiracy,
1.2506501240883E+018,Thu Apr 16 05:00:00 +0000 2020,calling out or correction,
1.25077475612893E+018,Thu Apr 16 13:15:14 +0000 2020,calling out or correction,
1.25079991283866E+018,Thu Apr 16 14:55:12 +0000 2020,true public health response,
1.25080400387886E+018,Thu Apr 16 15:11:27 +0000 2020,true public health response,
1.25090456212022E+018,Thu Apr 16 21:51:02 +0000 2020,sarcasm or satire,
1.25090469247081E+018,Thu Apr 16 21:51:34 +0000 2020,true prevention,
1.25091486874129E+018,Thu Apr 16 22:32:00 +0000 2020,calling out or correction,
1.25093468981006E+018,Thu Apr 16 23:50:45 +0000 2020,calling out or correction,
1.25098361856802E+018,Fri Apr 17 03:05:11 +0000 2020,conspiracy,
1.2510104557971E+018,Fri Apr 17 04:51:49 +0000 2020,conspiracy,
1.25112002279931E+018,Fri Apr 17 12:07:12 +0000 2020,conspiracy,
1.2515422602834E+018,Sat Apr 18 16:05:02 +0000 2020,calling out or correction,
1.25162576812123E+018,Sat Apr 18 21:36:51 +0000 2020,conspiracy,
1.25162583346009E+018,Sat Apr 18 21:37:07 +0000 2020,conspiracy,
1.25163014196661E+018,Sat Apr 18 21:54:14 +0000 2020,fake cure,
1.25175599175597E+018,Sun Apr 19 06:14:19 +0000 2020,conspiracy,
1.25176875708672E+018,Sun Apr 19 07:05:03 +0000 2020,calling out or correction,
1.25180650548307E+018,Sun Apr 19 09:35:03 +0000 2020,calling out or correction,
1.25184326806261E+018,Sun Apr 19 12:01:07 +0000 2020,calling out or correction,
1.25184425813235E+018,Sun Apr 19 12:05:03 +0000 2020,true prevention,
1.25196438977693E+018,Sun Apr 19 20:02:25 +0000 2020,conspiracy,
1.25197428017623E+018,Sun Apr 19 20:41:43 +0000 2020,conspiracy,
1.25229260345598E+018,Mon Apr 20 17:46:37 +0000 2020,fake cure,
